,corpus_id,sentence,start_idx,end_idx
38,218973869,LM training data The data used to train the specialized LM (as well as the NLU) consists of sentences expressing the desired intents.,23,24
39,219300628,Section 8 combines the results to determine which approach is the best performing with respect to the desired thesaurus output to achieve.,17,18
40,219300628,"The typologies of lexico-syntactic markers help in retrieving the desired semantic information about the terminology proper to a specialized domain (Nguyen et al.,",11,12
41,219310311,"for all the topics Scripts to produce the desired output from wordto-word files and the input files were provided by organizers, as well as DTD's and software to check that the results were conformant to the respective DTD's.",8,9
42,9171840,"3 , we get the desired vibhakti for the karta Ram.",5,6
43,219306848,"Thus, searching the FrameNet corpus for subcorpora labeled ppof or ppafter would yield sentences containing a prepositional phrase with a desired preposition.",21,22
44,219306848,"Instead, all sentences having a phrase beginning with a desired preposition were selected.",10,11
45,691094,"16, 1] , especially in connection with inter.sentential metalanguage or by stating a desired state of affairs and expecting the system tO supply the sequence of actions necessary to achieve that state.",15,16
46,719598,"In MRLSA, the k-th slice of tensor W is approximated by W :,:,k ≈ X :,:,k = US :,:,k V T , where U and V are both for the same word list but are not guaranteed (or necessarily desired) to be the same.",55,56
47,719598,"repeat Sample the hyper-parameters α, µ V , Λ V , µ P , Λ P (Equation 1, 2, 3) for i = 1 to N do Sample V i (Equation 4 ) end for for k = 1 to 2 do Sample P k (Equation 5 ) end for until convergence desired.",61,62
48,219302028,"In addition, a sample was also removed if the name extracted was a homonym not in the desired semantic class (for example Mr. Greenland when annotating locations).",18,19
49,10581199,Other XML elements may appear in the source document as desired.,10,11
50,237485549,We hope that the examples provided will not only illustrate the selfimposed problems by the Shared Task but also will motive reconsidering the purpose and the desired qualities of a term collection in the context of MT.,26,27
51,237485549,We believe that these examples illustrate the understanding of the purpose and desired qualities of a term collection not just of those individuals involved in preparing term collections for the Shared Task but also to a broader community of translation professionals.,12,13
52,18142048,"method as its applicability condition, and an apply() method, responsible for generating an XML representation of the desired text.",21,22
53,241583154,"This integration allows the user to enter a Romanian legal document inside the platform's web interface, select the desired model, by using a  dropdown menu, and then execute the model.",20,21
54,5360024,A robust method for word-level normalization is desired that can also perform word-sense disambiguation.,9,10
55,5360024,A robust rule based link reduction system is desired to handle such cases.,8,9
56,237940440,"Style Controlled Text Generation In this work, we require a controlled generation method that is able to simultaneously render the semantic content given the schemata while achieving the desired stylistic goals.",29,30
57,237940440,"Empirically, in both WD and BSWD, we observe that maximizing the probability of the desired style by greedily considering only the next generated token, rather than the entire sequence of previously generated tokens, yielded better performance on the SGD data.",16,17
58,237940440,"When the entire sequence representation is used, we find that the re-weighting of the distribution is usually not strong enough to successfully match the desired stylistic goal.",27,28
59,237940440,"For semantic styles, we classify the generated text using the corresponding style classifier and check if the predicted style matches the desired style value.",22,23
60,237940440,"On the other hand, it has a higher deletion and hallucination error rate since during decoding time, BSWD is free to insert or drop content in order to achieve the desired style.",32,33
61,2022814,"However, acquisition of a large high-quality bilingual parallel text for the desired domain and language pair requires lot of time and effort, and, for many language pairs, is even not possible.",14,15
62,232021691,"It seems plausible to adjust this system to our mapping process and speed up the manual linking: it partially resembles the cognitive procedure described above, and also provides a possibility to determine the desired type of semantic relation.",35,36
63,183084,"When minimum CDL (MCDL) is used as a learning objective, all the desired properties of minimum description length (MDL) are retained: the model is allowed to become less certain about the data provided that it shrinks sufficiently to compensate for the loss in precision.",15,16
64,237491533,"Indicative"" and ""Not indicative"" have the obvious meanings, ""Incorrect entity-pair"" means that an explanation actually explains the correct relation, but between the incorrect entity-pair, and ""Incorrect relation"" means that the explanation indicates a relation different from the desired relation.",51,52
65,44072,The list below shows the most important selection criteria with a rating from 0-2 where 0 is the least accepted/desired value.,23,24
66,11285852,"2006; Lin, 1998) or lists of seed words known to have the desired relationship (Roark and Charniak, 1998; Riloff and Shepherd, 1997; Widdows and Borow, 2002) .",15,16
67,11285852,The impact of the desired number of output clusters is discussed in section 4.,4,5
68,11285852,"Additional research is also needed to determine the best context representation (lexical or syntactic context, window size of the context) and clustering parameters (desired number of output clusters, clustering algorithm, etc.).",27,28
69,247958012,Our analysis shows that this is because GPT often generates utterances that belong to a closely-related intent instead of the desired one.,22,23
70,219310202,"A document was assigned to the most likely cluster, as long as the similarity score was higher than a threshold α; otherwise, the document was assigned to a new cluster, unless the maximum number of desired clusters η had been reached; in that case the document was assigned to the last cluster (i.e., the left overs).",39,40
71,6516569,"The desired behavior of the system is to enumerate the prices if the description refers to few (e.g., three) objects , or to display a price range if the description refers to many objects.",1,2
72,7595018,This query is automatically translated in the desired foreign language and the results are translated back in the user's mother tongue.,7,8
73,7595018,"The query translation concerns the translation in the desired foreign language of the query expressed in the user's mother tongue, whereas the document translation is the back translation in the user's language of the relevant documents found by means of the translated query.",8,9
74,248779981,"For example, at some checkpoints, the seller does not even produce the string 'the best', which is clearly not a desired consequence.",25,26
75,241583806,"Ranking Model Given retrieved rewrite candidates, ranking layer aims to rank the most desired rewrite to the top.",14,15
76,241583806,"The examples showcase that personalized QR system can enable AI agents to perform desired actions upon corrected utterances, rather than causing defect for the users (e.g. ""Sorry, I don't know that.",13,14
77,10119880,Their proposed solution to address the necessary word reordering is to rewrite the input sentence such that it has a similar word order to the desired target sentence.,25,26
78,212736862,Such design allows the model understand mixed-language dialogue contexts and to respond in the desired language (details in Section 5.3.2).,16,17
79,36242,"We use the k-means algorithm of CLUTO using the rbr parameter with global optimization, which repeatedly bisects the objects until the desired number of clusters is reached.",24,25
80,18487310,"Furthermore, the high MRR shows that true positives are likely to receive a higher score wrt false positives, which is a desired property.",23,24
81,13607604,"In response to a query, the user receives a set of music pieces that correspond to her/his desired selection criteria.",20,21
82,13607604,"The result, which contains a vector representing the desired perceptions, is stored in a text file. •",9,10
83,13607604,We treat these symbols with the following rules: If (V v == '+') {V n = V o + $ ;} If (V v == '++') {V n = V o + 2$ ;} If (V v == '-') {V n = V o -$ ;} If (V v == '--') {V n = V o -2$ ;} If (V v == '¬x') {V n = 7 -x ;} If (V n > 7) {V n = 7 ;} • Compute the Euclidean distance between the two vectors formed by the 10 desired values and the 10 values of each piece. •,135,136
84,13607604,"Search by history We extract from the history of each user five types of information: (a) the kind of desired pieces, (b) their creation date, (c) the artists (performers), (d) the liked albums, (e) the favourite impressions.",22,23
85,1368790,"A well-chosen metaphor can provide the talking points for an informed conversation, allowing a speaker to elicit the desired knowledge as a combination of objective and subjective elements.",21,22
86,15986911,"Sparse solutions are desired for better interpretability, faster tagging and less overfitting.",3,4
87,9489635,This preference can be expressed by requiring a large F β measure for a particular β describing the desired Precision/Recall trade-off.,18,19
88,9489635,"Ideally, the parameters of the linear model should be estimated such that a desired F β measure is maximized.",14,15
89,9489635,"Maximum likelihood-based classifiers such as the maximum entropy are relatively easy to fit, but they are rigid and cannot be tuned to a desired Precision and Recall trade-off.",27,28
90,9489635,We showed with experiments on artificial and real data that using weighted maximum entropy we can achieve a desired Precision -Recall tradeoff.,18,19
91,6264252,"Based on this observation, the path enclosed tree (PET) method has been exerted on the desired dependency trees.",18,19
92,6264252,"In this method, all the nodes of the path (the path from event nodes to their common parent) and the ones among this path would be designated as the desired portion of tree.",32,33
93,18128262,"Inheritance in DATR operates as follows: to determine the value associated with a path at a particular node, use the definition from the equation for the longest path that matches a leading (leftmost) subpath of the desired path (if none matches, the value is undefined).",40,41
94,18128262,"If the definition contains path values, extend those paths with the portion of the desired path that did not match the left-hand-side and seek the value of the resulting expression.",15,16
95,18128262,This is not significant problem as long as it is possible to provide an effective procedure for specifying instance definitions for any desired string dynamically.,22,23
96,6033199,"In the manual mode, users can set the color of a specific light; in the automatic mode, users select an emotional color set or a desired atmosphere for the lighting.",28,29
97,6784042,Thus in order to find the best practical solution one might need to try several approaches before getting the desired effect.,19,20
98,6784042,"Thus regarding the functions in these expressions as individual characters, the sums as unions and the products as concatenation, we get the desired correspondence.",24,25
99,16996411,The back propagation training algorithm with generalized delta learning rule is an iterative gradient algorithm designed to minimize the mean square error between the actual output of a multilayered feed-forward neural network and a desired output.,36,37
100,31845635,"We attempted to determine the labeling strategy as follows: • First, take the training data and generate output labels using all (desired) tagging strategies, generating multiple label sets; • Then, measure the system entropy for each of the previously generated label sets; • Finally, use the tagging strategy which gen-erated the lowest-entropy system for training the classifier.",24,25
101,219303777,"The texts that are represented include primarily full texts as they may appear in several forms, but also include questions, topic specifications for which summaries are desired, and keyword search expressions.",28,29
102,6902253,"Thus although the data which were accessed and preferred are obviously the desired ones, the first challenge was the lack of deeper linguistic knowledge within the data while the second challenge was the small F-measure of the data itself.",12,13
103,21702397,"For instance, a customer can pre-set the desired styles of quotation marks and apostrophes, number formats (i.e., decimal point and thousand separators), even conversion rules for different units of measurement (e.g., imperial to metric units, etc.).",10,11
104,218974141,Users can compose their dataset variables prior to running an NLP pipeline that processes texts to produced the desired variable values.,18,19
105,1744713,"See, for example, Sapporo 1977 ~, 1978~.) Most of the students had never used a computer system before, but just a few hours of instruction were sufficient for them to understand how to use GLAPS and obtain their desired line-printer output.",43,44
106,2371580,"2010 ) metadata schemasdefines a minimal set of descriptors which must be specified for any resource, but also allows for supplying much richer information if desired, including free-form narrative descriptions.",26,27
107,18072453,"The figures related to the Discriminating Power of the items generated showed that whereas the DP was not of the desired high level, as a whole the proportion of items with negative discrimination was fairly low (Table 2 ).",20,21
108,173900,"In addition, whilst the values obtained for the discriminating power are not as high as we would have desired, the items produced with the help of the program scored much better on that measure and what is also very important, is that there was only one item among them with negative discrimination (as opposed to 2 from those manually constructed).",19,20
109,241583588,"As discussed before, while some relations can be identified via string-matching facilities (e.g., (""the function"", ""a desired function""), (""two batteries"", ""battery"")), the majority of them cannot.",26,27
110,220821,"In addition to reading-and kanji-based look-up, for electronic texts, simply copying and pasting the desired string into the dictionary look-up window gives us direct access to the word.",22,23
111,220821,"Essentially, this amounts to individually inputting the readings of words the desired kanji appear in, and searching through the candidates returned by the kana-kanji conversion system.",12,13
112,220821,"Entry Reading Grade Translation ¡ zujou 0 From Table 1 we see that only two results are returned for atamajou, and that the highest ranking candidate corresponds to the desired string ¡ .",30,31
113,220821,"For both of these inputs, a conventional system would not provide access to the desired translation without additional user effort, while the proposed system returns the desired entry as a first-pass candidate in both cases.",15,16
114,220821,"For both of these inputs, a conventional system would not provide access to the desired translation without additional user effort, while the proposed system returns the desired entry as a first-pass candidate in both cases.",28,29
115,220821,"From these results, it would appear that the returned number of entries is ordinarily not overwhelming, and provided that the desired entries are included in the list of candidates, the system should prove itself useful to a learner.",22,23
116,220821,"Comparison with a conventional system As the second part of evaluation, we tested to see whether the set of candidates returned for a query over the wrong reading, includes the desired entry.",32,33
117,220821,"However, the average number of results returned (5.42) and mean rank of the desired entry (4.71 -calculated only for successful queries) are still sufficiently small to make the system practically useful.",16,17
118,220821,"In order to truly evaluate the effectiveness of our system we need to perform experiments with a larger data set, ideally from actual user inputs (coupled with the desired dictionary entry).",30,31
119,46037496,"If we focus on building a domain specific SMT engine, pooling together all available data (especially a significant portion of data that is out of the desired domain) can lead to negative changes in quality, since the out-of-domain training data will overwhelm the in-domain data (Koehn and Schroeder, 2007) .",28,29
120,219531084,"One-shot pruning involves repeatedly deleting filters until reaching a desired sparsity level without re-training, whereas iterative pruning interleaves pruning and re-training, such that the model is re-trained to convergence after each pruning step.",11,12
121,207913145,"It is crucial to automatically extract information from heterogeneous resources as it can help with reaching the desired information efficiently for fundamental research and applications, especially in biomedical fields (Cohen and Hersh, 2005) .",17,18
122,245906443,"Unfortunately, human evaluations themselves must be carefully constructed in order to capture all the aspects desired of a good conversationalist.",16,17
123,245906443,"Instructions can also orient workers towards a more fruitful strategy for a desired dataset, for example orienting them towards open questions on sensitive topics rather than profanity to get a bot to generate unsafe utterances (Xu et al.,",12,13
124,207764605,"If such an approach does not generate the desired number of articles or is too ambiguous on its own (e.g., Loss construct), we have utilized terms from the Behaviors unit of the RDoC matrix in addition to the construct name.",8,9
125,207764605,200 abstracts was the desired minimum number of abstracts per construct that we were planning to send to each annotator.,4,5
126,218974146,We survey these features and argue that all are desired in a modern pipeline.,9,10
127,218974146,This makes it possible to compute execution paths from the input and the desired output using the available modules with constraint satisfaction.,13,14
128,218974146,"They only have to stop after running the desired module, correct the output and continue running the pipeline on the corrected data.",8,9
129,247613284,"Evaluating Stylistic Control We introduce two automatic metrics for comparing the intent and personality traits exhibited by the generated response and the golden response: (i) Intent F1: Re-using the intent classifier used for automatic annotation from section 4.2.2, we predict the intents exhibited by each of the the generated responses, and calculate the F1 score between the exhibited intents and the actual desired intent.",70,71
130,247613284,"ii) Compared to using Pandora based personality codes, responses from models incorporating the Essays based control codes correlate more to the desired response trait. (",23,24
131,247613284,"iii) In majority cases, responses from models incorporating the Pandora and intent based control codes confirm more to the desired response intent, compared to models using the Essays based control codes along with intent for controlling personality.",21,22
132,247613284,"Human Evaluation for Relevance Since the ultimate desired impact of our model is to find use in human facing systems, we further perform human evaluation to qualitatively compare the responses generate by the trained models.",7,8
133,247613284,"Using combinations of Big-5 personality traits and dialogue intent based stylistic control codes during language modelling, we are able to successfully control the style of a response as desired, the efficacy of which is further established by the achieved results.",29,30
134,247613284,"Figure 3 plots the context length wise style adaptation of the generated response, which hints lengthier context facilitates better adaptation to the desired response style.",23,24
135,198986900,xtsv dy-12 https://hub.docker.com/r/mtaril/emtsv namically creates and runs the desired chain as described above.,8,9
136,198986900,"These analyzes also lack weights, which is desired by the latter procesing steps.",8,9
137,236460302,"While the datasets offer different articulations of the desired construct, all explicitly focus on stereotyping.",8,9
138,236460302,"By viewing each benchmark as an MM, we can therefore ask: Is its conceptualization of the desired construct-in this case, stereotyping-clearly articulated?",18,19
139,236460302,"We did so to identify an initial codebook of pitfalls that suggest unstated assumptions, ambiguities, and inconsistencies in the desired construct or its operationalization.",21,22
140,236460302,"4 Inventory of Pitfalls: Sentence Pairs Conceptualization pitfalls As we explained above, we view a clearly articulated conceptualization of the desired constructwhat it is that we want to measure-as a prerequisite for effective measurement.",22,23
141,236460302,"Operationalization pitfalls Even when there is a clearly articulated conceptualization of the desired construct, its operationalization may be lacking if is not well matched to this conceptualization (i.e., the operationalization is not valid).",12,13
142,219308608,"While these qualities were all chosen to best reflect the desired applications for ATE, they do result in a particularly difficult dataset for ATE, so f1-scores for ATE systems tested on ACTER are expected to be rather modest in comparison to some other datasets.",10,11
143,102350691,This has the effect of regularizing the inferred latent polarity value toward the desired distribution over sentiments.,13,14
144,9423609,"As we see, the infrequent content units are dropped out, and we obtain the desired true VCC.",16,17
145,236486166,Validation of QA Pairs with Result Links: We retain the QA pairs where desired corpus links have been mentioned in answer posts.,14,15
146,202783641,"We consider 18 gendered languages, following 3 steps for each: First, we encode each inanimate noun as a one-hot vector representing the noun's grammatical gender in that language; we then create 5 operationalizations of each noun's lexical semantics using word embeddings in 5 genderless ""donor"" languages (English, Japanese, Korean, Mandarin Chinese, and Turkish); finally, for each genderless language, we use CCA to compute the desired correlation between grammatical gender and lexical semantics.",83,84
147,202783641,"Mandarin Chinese, and Turkish are a good proxy for their genderless lexical semantics, as desired.",16,17
148,5239843,"Unfortunately, large validated training corpora are scarce, so in the abscence of such a desired resource, we have to build our own.",16,17
149,7442467,We finally apply to the analogs pronunciation the correlated series of mappings in the phonemic domain to get the desired pronunciation.,19,20
150,15347055,"If desired, this particular overgeneration bug can be fixed by constraining the generator output to be a finite sentence.",1,2
151,39874056,"Translation is sequentially composed from left to right, and none of the word orderings of the source sentence, don't + want and want + don't, produces the desired translation.",32,33
152,8852236,"When a user has selected a text segment, the user is able to annotate it with an attribute by clicking on the desired component.",23,24
153,248780532,"A cluster of sentences containing 'old' all directly address candidates and mentioned an desired age, e.g.,: 'Are you enthusiastic, like to (physically) work and are you between 18 and 30 years old?'; '",15,16
154,1790434,"Applying this heuristic to the EAW task yielded an expectedly low recall of 11% but a precision of 81% on all the words that this heuristic could apply, but only a precision of 25% (recall 0.5%) for nonmonosemous words (which were the desired targets  The results, presented in Table 5 , indicate that the systems complement each other well, and suggest that a combination system could have a higher performance than the individual systems.",50,51
155,237581301,"These results show the effectiveness of side constraints for the generation of variants: for both polite and impolite categories, the pretrained model generates translations that mostly satisfy the desired requirement.",30,31
156,236134508,"Here are some possibilities: • just a few technical words; • a glossary of terms, maybe found with a quick internet search; • a glossary of technical terms with translations, maybe built over the years by an expert interpreter; • a set of technical documents, in the desired language.",54,55
157,236134508,"In addition to time markers and orthographic transcription of the audio data, we decided to label with parenthesis Important Words (IWs), which represent content words that are significant for the selected domain (i.e. dentistry) and are a fundamental part of the desired output of the automatic system.",47,48
158,236134508,"Together with the number of obtained seed words, OOV rate and Lexicon size, we report WER computed on all the uttered words (including functional words, which are useless for this task), and Precision/Recall/F-measure computed both on IWs and Isol-IWs: since they represent the most technically significant words in the domain, they are more related to the output desired by interpreters.",73,74
159,237503072,"We then add the predictions to any desired original alignments; e.g., NMF (GDFA) uses Eflomal Intersection as the initial alignments and adds the predictions to Eflomal GDFA.",7,8
160,11312030,"There are many text normalization processes reported in the NLP literature and they vary in: i) the genre of the input text; ii) the desired output format; iii) the purpose of the normalization, and iv) the method used to perform the task.",28,29
161,229365646,"They mostly imply to pre-translate English terms into French, merely replacing the English version with a desired translation in a preprocessing step.",19,20
162,14810836,"The MERT algorithm is run over the development set, in order to estimate and optimize the desired weights for rescoring.",17,18
163,7879338,"Therefore, we shall emphasize dimension PA and the new constraints we had to introduce in order to have only the desired PA analyses emerge.",21,22
164,227217599,"This is somewhat surprising since the FACT-only inputs actually have all the information necessary to infer that a SIMILARITY or CONTRAST relation should be expressed, but the models nevertheless struggle to learn the desired same/different generalization.",36,37
165,55335480,"The rationale for using MaxEnt is (a) that it is possible to efficiently integrate as many features as desired into the model, and (b) that we expect the resulting posterior probabilities to be less peaked towards extreme values than what we have observed with generative alignment models such as Moore's model.",20,21
166,5552464,"Lastly, configuration 6 illustrates the case where a human translator, with knowledge of the target language and at least of one of the available source languages, could influence the decoding by providing desired 3 words (e.g. only for source words or phrases that would be judged difficult to translate).",35,36
167,21687124,"Although this means that some of the sentences will not in fact refer to the desired subjects, we make the assumption that there will be enough results in total to ensure that the incorrect verbs which may be captured will be infrequent and therefore not chosen as the top candidates.",15,16
168,2250129,"After automatic tag assignment has been carried out, manual post-editing can take place, if desired, to ensure that each word and idiom carries the correct semantic classification.",18,19
169,8583047,"A general weight-pushing algorithm in the log semiring (Mohri et al, 1997) is applied for the normalization and the weights in the new stochastic FSA are converted to the desired posterior probabilities given the pronunciations.",34,35
170,8583047,"As described in Section 2.2, calculating appropriately the shortest distance on the entropy semiring can result in the desired entropy.",19,20
171,219306343,"The resulting machine-readable information on the location of various body parts could then be used to animate an avatar which would reproduce the desired data, but as far as we are aware, no sign language avatar has so far been tested on this output.",25,26
172,219306343,"Pseudonymisation When pseudonymisation is carried out, the pseudonyms can be chosen to match the original names on as many levels as desired.",22,23
173,7227164,"The desired result should reflect this and allow one-to-many assignments of patterns to relations, in which each pattern-relation assignment is weighted according to a distinctiveness value: High distinctiveness indicates a pattern that explicitly and unambiguously evokes a relation, low distinctiveness more implicit or ambiguous patterns.",1,2
174,5654138,"Typically, a multiple linear regression is used to fit a predictive model of the desired metric based on the values of interaction parameters that can be derived from system logs without additional user studies (e.g., dialogue length, word error rate, number of misunderstandings).",15,16
175,5654138,"For BEETLE II we could build regression models that account for nearly 50% variance in the desired outcomes, on par with models reported in earlier PARADISE studies (Möller et al.,",17,18
176,209516094,"Finally, from a parsing perspective, ILL by itself is wordorder agnostic, meaning it admits more proofs than linguistically desired.",21,22
177,236778535,The texts to be translated will be temporarily translated into Interlingua and will then be translated into the desired language.,18,19
178,231637581,"with mixture weights) multiple data sources or multiple systems [8, 33] , or by biasing the training objective towards the desired domain using in-domain adaptation data [34, 35, 36] .",24,25
179,58986417,"This extracted information which corresponds to the user's specification is then the input of a multilingual generator that produces the desired summaries in three languages (english, french and spanish) from an english input text.",21,22
180,11877258,"To run the morphological analysis of Latvian, we parsed the translated sentences with the tagger, then augmented the tagger predictions with our dictionary, producing the desired ambiguous analysis of the Latvian outputs.",28,29
181,212422406,Queries from the corpus interface are generated via javascript based on the input values in the search tool using query templates based on the desired result.,24,25
182,212422406,"The LAPPS Grid also provides a Solr-based query engine for PubMed data that is augmented with ranking rules whose weights can be tweaked as desired by the user, results from which can be used as input to GOST.",26,27
183,16378475,Variables with the desired maximum input size in number of sentences have been added for each aligner in ws_vars.sh.,3,4
184,1187320,"In addition, the average length of those entries is almost equal to that of those in MGIZA++'s translation tables, while those produced by Anymalign are much shorter: producing a translation table from alignment links allows to make up for the lack of long n-grams as desired.",51,52
185,1187320,"A complementary alignment step, strictly speaking, is thus desired in order to improve its results in machine translation.",10,11
186,29976271,"This table contains only the source phrases that exist in some sentence(s) of S. Using this table, a recursive binary segmentation algorithm (as in [10] ) is applied to each sentence pair of S so as to generate the desired sub-sentential alignment.",44,45
187,29976271,"At each step, we test every possible pair (x, y) of indices in order to determine to align sentences on a per-need basis, and furthermore offers a more interpretable running time, which is now controlled by the amount of desired sampling for each sentence pair, which could e.g. depend on its length.",47,48
188,6965754,"During the elicitation process, the user will translate a subset of these sentences that is dynamically determined to be sufficient for learning the desired grammar rules.",24,25
189,254306,This process continues until the desired summary length is reached.,5,6
190,17555776,The learnt weights are then used to generate semantic similarity scores for the test data in the desired range.,17,18
191,11818253,"Extraction then proceeds by finding the dialogue act with the highest cosine similarity with the centroid, adding this to the summary, then continuing until the desired summary length is reached.",27,28
192,3765717,That means for us to have selected corpora that contain the desired results.,11,12
193,8429165,"The candidate with the largest total weight is considered the desired referent, unless there are other candidates within a predetermined threshold, in which case the anaphor is held to be ambiguous among those candidate referents.",10,11
194,8429165,"After a decision has been made on a menu by clicking the mouse button over the desired choices and then DONE, the augmentor examines the composite, ILT and determines which of the candidate interlingua texts conlain any of the selected values.",16,17
195,8429165,"The entire transcript from a given window can also be saved to a file, if desired.",16,17
196,8429165,"Regardless of the source and target languages, the angmentor invokes the proper analyzer and generators to accomplish the desired u'anslation.",19,20
197,8429165,The definitions displayed in word-sense disambiguation menus are similarly translatable by placing definitions for the desired languages into the ontology along with the English definition.,17,18
198,11122055,"If desired, the Perl scripts can trivially be extended to create additional indexes.",1,2
199,8176549,"The vector h ∈ R H can be considered as an higher (more abstract) representation of the context than i. The third layer is an output layer that estimates the desired probability, thanks to the softmax function: P (w l = k|w l−1 l−n+1 ) = exp(o k ) k exp(o k ) (1) o = W ho h + b ho , (2) where W ho ∈ R V ×H and b ho ∈ R V are respectively the projection matrix and the bias term associated with this layer.",32,33
200,666417,Markables with particular features can be queried by specifying the desired attribute-value combinations.,10,11
201,15859269,"Attributes can be queried by either selecting the desired value from a list, or by specifying a regular expression.",8,9
202,1248432,"The markable to be added is then right-clicked, and the desired action chosen from a popup menu.",13,14
203,1248432,The desired antecedent is then right-clicked.,1,2
204,5885266,Most of the desired functionality of the modules that we added or changed was specified on the basis of off-line experiments and findings in the literature.,3,4
205,247476246,This suggests that one can choose between GNN (TGDFA) and GNN (TGDFA+orig) based on the desired characteristics of the alignment.,19,20
